date,home_team,away_team,game_id,opening_total,closing_total,actual_total_runs,over_hit,total_diff_vs_line,home_runs_per_game_L10,away_runs_per_game_L10,home_team_ops_L10,away_team_ops_L10,home_hr_per_game_L10,away_hr_per_game_L10,home_team_era_L10,away_team_era_L10,home_team_whip_L10,away_team_whip_L10,home_sp_era,away_sp_era,home_sp_whip,away_sp_whip,home_sp_k_per_9,away_sp_k_per_9,temperature,wind_speed_mph,wind_direction,is_day_game,is_domed_stadium,ballpark_run_factor,line_movement,combined_offense_L10,combined_era_L10,sp_era_average,offensive_advantage
2024-04-19,SD,BAL,20240419_BAL_SD,8.5,9.5,7,0,-2.5,4.3,5.1,0.671,0.687,0.9,0.9,4.68,4.35,1.44,1.45,5.38,5.48,1.17,1.53,8.8,11.3,56,14,Out,1,0,0.9,1.0,9.399999999999999,4.515,5.43,0.05800000000000005
2024-04-19,TB,MIN,20240419_MIN_TB,11.5,10.5,12,1,1.5,5.9,4.9,0.781,0.704,1.5,1.0,3.69,5.0,1.16,1.47,4.91,3.35,1.73,1.67,10.3,11.7,47,15,In,0,1,0.95,-1.0,10.8,4.345,4.13,0.18499999999999983
2024-04-19,TOR,DET,20240419_DET_TOR,10.0,9.5,13,1,3.5,5.5,5.2,0.752,0.797,1.2,1.4,4.47,3.73,1.23,1.3,3.8,2.5,1.24,1.52,11.8,11.1,46,18,Out,1,0,1.0,-0.5,10.7,4.1,3.15,0.2489999999999999
2024-04-19,SEA,TB,20240419_TB_SEA,11.0,11.5,10,0,-1.5,5.3,6.6,0.773,0.785,1.4,1.5,3.96,3.11,1.35,1.28,4.46,5.22,1.16,1.58,9.7,11.4,87,6,Cross,0,1,0.92,0.5,11.899999999999999,3.535,4.84,0.258
2024-04-19,CWS,LAD,20240419_LAD_CWS,10.0,10.0,10,0,0.0,4.6,5.0,0.742,0.73,1.1,1.2,4.29,5.04,1.33,1.39,4.25,4.88,1.06,1.22,10.8,8.8,72,9,In,0,0,1.0,0.0,9.6,4.665,4.5649999999999995,0.17199999999999993
2024-04-20,SD,NYY,20240420_NYY_SD,9.0,9.5,9,0,-0.5,3.8,6.2,0.694,0.806,1.1,2.0,4.87,3.47,1.37,1.21,4.11,5.72,1.14,1.17,6.1,6.1,86,15,Out,1,0,0.9,0.5,10.0,4.17,4.915,0.19999999999999996
2024-04-20,SEA,TOR,20240420_TOR_SEA,11.0,11.0,5,0,-6.0,4.4,5.5,0.751,0.769,1.1,1.3,4.18,4.18,1.45,1.28,5.05,2.83,1.34,1.02,8.9,10.0,51,6,Calm,0,1,0.92,0.0,9.9,4.18,3.94,0.21999999999999997
2024-04-20,MIA,MIL,20240420_MIL_MIA,7.5,8.0,10,1,2.0,3.8,4.2,0.723,0.663,1.3,1.0,5.0,5.02,1.49,1.42,3.29,4.01,1.58,1.45,8.6,8.0,87,3,Cross,0,1,0.93,0.5,8.0,5.01,3.65,0.08600000000000008
2024-04-20,ARI,WSN,20240420_WSN_ARI,10.0,10.0,4,0,-6.0,4.4,5.0,0.709,0.766,1.1,1.4,4.99,3.96,1.4,1.36,4.93,5.2,1.52,1.12,11.3,9.2,59,9,Out,0,0,1.0,0.0,9.4,4.475,5.0649999999999995,0.17500000000000004
2024-04-20,CWS,MIL,20240420_MIL_CWS,10.5,11.0,6,0,-5.0,4.7,5.3,0.732,0.767,1.1,1.2,4.64,4.29,1.45,1.25,4.63,5.64,1.65,1.2,7.6,6.8,62,20,Calm,1,0,1.0,0.5,10.0,4.465,5.135,0.19900000000000007
